__typename,dateString,countryCode,countryName,sectorCode,sectorName,postingType,value
HiringLabSectoralPosting,2021-09-08,US,United States,customer,Customer Service,TOTAL,137.94
HiringLabSectoralPosting,2021-09-09,US,United States,customer,Customer Service,TOTAL,138.07
HiringLabSectoralPosting,2021-09-10,US,United States,customer,Customer Service,TOTAL,138.19
HiringLabSectoralPosting,2021-09-11,US,United States,customer,Customer Service,TOTAL,138.46
HiringLabSectoralPosting,2021-09-12,US,United States,customer,Customer Service,TOTAL,138.68
HiringLabSectoralPosting,2021-09-13,US,United States,customer,Customer Service,TOTAL,138.7
HiringLabSectoralPosting,2021-09-14,US,United States,customer,Customer Service,TOTAL,138.87
HiringLabSectoralPosting,2021-09-15,US,United States,customer,Customer Service,TOTAL,138.98
HiringLabSectoralPosting,2021-09-16,US,United States,customer,Customer Service,TOTAL,138.99
HiringLabSectoralPosting,2021-09-17,US,United States,customer,Customer Service,TOTAL,139.06
HiringLabSectoralPosting,2021-09-18,US,United States,customer,Customer Service,TOTAL,139.1
HiringLabSectoralPosting,2021-09-19,US,United States,customer,Customer Service,TOTAL,139.15
HiringLabSectoralPosting,2021-09-20,US,United States,customer,Customer Service,TOTAL,139.31
HiringLabSectoralPosting,2021-09-21,US,United States,customer,Customer Service,TOTAL,139.38
HiringLabSectoralPosting,2021-09-22,US,United States,customer,Customer Service,TOTAL,139.57
HiringLabSectoralPosting,2021-09-23,US,United States,customer,Customer Service,TOTAL,139.51
HiringLabSectoralPosting,2021-09-24,US,United States,customer,Customer Service,TOTAL,139.37
HiringLabSectoralPosting,2021-09-25,US,United States,customer,Customer Service,TOTAL,138.21
HiringLabSectoralPosting,2021-09-26,US,United States,customer,Customer Service,TOTAL,137.82
HiringLabSectoralPosting,2021-09-27,US,United States,customer,Customer Service,TOTAL,136.83
HiringLabSectoralPosting,2021-09-28,US,United States,customer,Customer Service,TOTAL,136.46
HiringLabSectoralPosting,2021-09-29,US,United States,customer,Customer Service,TOTAL,135.27
HiringLabSectoralPosting,2021-09-30,US,United States,customer,Customer Service,TOTAL,135.14
HiringLabSectoralPosting,2021-10-01,US,United States,customer,Customer Service,TOTAL,135.1
HiringLabSectoralPosting,2021-10-02,US,United States,customer,Customer Service,TOTAL,136.06
HiringLabSectoralPosting,2021-10-03,US,United States,customer,Customer Service,TOTAL,136.24
HiringLabSectoralPosting,2021-10-04,US,United States,customer,Customer Service,TOTAL,137.03
HiringLabSectoralPosting,2021-10-05,US,United States,customer,Customer Service,TOTAL,137.17
HiringLabSectoralPosting,2021-10-06,US,United States,customer,Customer Service,TOTAL,138.21
HiringLabSectoralPosting,2021-10-07,US,United States,customer,Customer Service,TOTAL,138.59
HiringLabSectoralPosting,2021-10-08,US,United States,customer,Customer Service,TOTAL,138.97
HiringLabSectoralPosting,2021-10-09,US,United States,customer,Customer Service,TOTAL,139.26
HiringLabSectoralPosting,2021-10-10,US,United States,customer,Customer Service,TOTAL,138.94
HiringLabSectoralPosting,2021-10-11,US,United States,customer,Customer Service,TOTAL,138.68
HiringLabSectoralPosting,2021-10-12,US,United States,customer,Customer Service,TOTAL,137.83
HiringLabSectoralPosting,2021-10-13,US,United States,customer,Customer Service,TOTAL,136.76
HiringLabSectoralPosting,2021-10-14,US,United States,customer,Customer Service,TOTAL,135.69
HiringLabSectoralPosting,2021-10-15,US,United States,customer,Customer Service,TOTAL,135.03
HiringLabSectoralPosting,2021-10-16,US,United States,customer,Customer Service,TOTAL,133.88
HiringLabSectoralPosting,2021-10-17,US,United States,customer,Customer Service,TOTAL,133.79
HiringLabSectoralPosting,2021-10-18,US,United States,customer,Customer Service,TOTAL,133.68
HiringLabSectoralPosting,2021-10-19,US,United States,customer,Customer Service,TOTAL,134.29
HiringLabSectoralPosting,2021-10-20,US,United States,customer,Customer Service,TOTAL,134.04
HiringLabSectoralPosting,2021-10-21,US,United States,customer,Customer Service,TOTAL,134.98
HiringLabSectoralPosting,2021-10-22,US,United States,customer,Customer Service,TOTAL,135.44
HiringLabSectoralPosting,2021-10-23,US,United States,customer,Customer Service,TOTAL,136.44
HiringLabSectoralPosting,2021-10-24,US,United States,customer,Customer Service,TOTAL,136.93
HiringLabSectoralPosting,2021-10-25,US,United States,customer,Customer Service,TOTAL,137.38
HiringLabSectoralPosting,2021-10-26,US,United States,customer,Customer Service,TOTAL,137.8
HiringLabSectoralPosting,2021-10-27,US,United States,customer,Customer Service,TOTAL,139.1
HiringLabSectoralPosting,2021-10-28,US,United States,customer,Customer Service,TOTAL,139.19
HiringLabSectoralPosting,2021-10-29,US,United States,customer,Customer Service,TOTAL,139.29
HiringLabSectoralPosting,2021-10-30,US,United States,customer,Customer Service,TOTAL,139.47
HiringLabSectoralPosting,2021-10-31,US,United States,customer,Customer Service,TOTAL,139.57
HiringLabSectoralPosting,2021-11-01,US,United States,customer,Customer Service,TOTAL,139.72
HiringLabSectoralPosting,2021-11-02,US,United States,customer,Customer Service,TOTAL,139.83
HiringLabSectoralPosting,2021-11-03,US,United States,customer,Customer Service,TOTAL,139.94
HiringLabSectoralPosting,2021-11-04,US,United States,customer,Customer Service,TOTAL,139.94
HiringLabSectoralPosting,2021-11-05,US,United States,customer,Customer Service,TOTAL,140.03
HiringLabSectoralPosting,2021-11-06,US,United States,customer,Customer Service,TOTAL,139.79
HiringLabSectoralPosting,2021-11-07,US,United States,customer,Customer Service,TOTAL,139.86
HiringLabSectoralPosting,2021-11-08,US,United States,customer,Customer Service,TOTAL,139.94
HiringLabSectoralPosting,2021-11-09,US,United States,customer,Customer Service,TOTAL,139.92
HiringLabSectoralPosting,2021-11-10,US,United States,customer,Customer Service,TOTAL,140.02
HiringLabSectoralPosting,2021-11-11,US,United States,customer,Customer Service,TOTAL,140.32
HiringLabSectoralPosting,2021-11-12,US,United States,customer,Customer Service,TOTAL,140.44
HiringLabSectoralPosting,2021-11-13,US,United States,customer,Customer Service,TOTAL,140.05
HiringLabSectoralPosting,2021-11-14,US,United States,customer,Customer Service,TOTAL,139.47
HiringLabSectoralPosting,2021-11-15,US,United States,customer,Customer Service,TOTAL,139.56
HiringLabSectoralPosting,2021-11-16,US,United States,customer,Customer Service,TOTAL,139.8
HiringLabSectoralPosting,2021-11-17,US,United States,customer,Customer Service,TOTAL,139.98
HiringLabSectoralPosting,2021-11-18,US,United States,customer,Customer Service,TOTAL,139.99
HiringLabSectoralPosting,2021-11-19,US,United States,customer,Customer Service,TOTAL,139.9
HiringLabSectoralPosting,2021-11-20,US,United States,customer,Customer Service,TOTAL,140.65
HiringLabSectoralPosting,2021-11-21,US,United States,customer,Customer Service,TOTAL,141.7
HiringLabSectoralPosting,2021-11-22,US,United States,customer,Customer Service,TOTAL,142.05
HiringLabSectoralPosting,2021-11-23,US,United States,customer,Customer Service,TOTAL,141.55
HiringLabSectoralPosting,2021-11-24,US,United States,customer,Customer Service,TOTAL,141.01
HiringLabSectoralPosting,2021-11-25,US,United States,customer,Customer Service,TOTAL,140.48
HiringLabSectoralPosting,2021-11-26,US,United States,customer,Customer Service,TOTAL,140.09
HiringLabSectoralPosting,2021-11-27,US,United States,customer,Customer Service,TOTAL,139.71
HiringLabSectoralPosting,2021-11-28,US,United States,customer,Customer Service,TOTAL,139.03
HiringLabSectoralPosting,2021-11-29,US,United States,customer,Customer Service,TOTAL,138.34
HiringLabSectoralPosting,2021-11-30,US,United States,customer,Customer Service,TOTAL,138.46
HiringLabSectoralPosting,2021-12-01,US,United States,customer,Customer Service,TOTAL,139.11
HiringLabSectoralPosting,2021-12-02,US,United States,customer,Customer Service,TOTAL,139.92
HiringLabSectoralPosting,2021-12-03,US,United States,customer,Customer Service,TOTAL,140.63
HiringLabSectoralPosting,2021-12-04,US,United States,customer,Customer Service,TOTAL,141.53
HiringLabSectoralPosting,2021-12-05,US,United States,customer,Customer Service,TOTAL,142.39
HiringLabSectoralPosting,2021-12-06,US,United States,customer,Customer Service,TOTAL,143.24
HiringLabSectoralPosting,2021-12-07,US,United States,customer,Customer Service,TOTAL,143.68
HiringLabSectoralPosting,2021-12-08,US,United States,customer,Customer Service,TOTAL,143.81
HiringLabSectoralPosting,2021-12-09,US,United States,customer,Customer Service,TOTAL,143.92
HiringLabSectoralPosting,2021-12-10,US,United States,customer,Customer Service,TOTAL,144.16
HiringLabSectoralPosting,2021-12-11,US,United States,customer,Customer Service,TOTAL,143.9
HiringLabSectoralPosting,2021-12-12,US,United States,customer,Customer Service,TOTAL,143.57
HiringLabSectoralPosting,2021-12-13,US,United States,customer,Customer Service,TOTAL,143.46
HiringLabSectoralPosting,2021-12-14,US,United States,customer,Customer Service,TOTAL,143.84
HiringLabSectoralPosting,2021-12-15,US,United States,customer,Customer Service,TOTAL,143.28
HiringLabSectoralPosting,2021-12-16,US,United States,customer,Customer Service,TOTAL,142.53
HiringLabSectoralPosting,2021-12-17,US,United States,customer,Customer Service,TOTAL,142.26
HiringLabSectoralPosting,2021-12-18,US,United States,customer,Customer Service,TOTAL,141.87
HiringLabSectoralPosting,2021-12-19,US,United States,customer,Customer Service,TOTAL,141.56
HiringLabSectoralPosting,2021-12-20,US,United States,customer,Customer Service,TOTAL,141.18
HiringLabSectoralPosting,2021-12-21,US,United States,customer,Customer Service,TOTAL,140.76
HiringLabSectoralPosting,2021-12-22,US,United States,customer,Customer Service,TOTAL,140.81
HiringLabSectoralPosting,2021-12-23,US,United States,customer,Customer Service,TOTAL,140.83
HiringLabSectoralPosting,2021-12-24,US,United States,customer,Customer Service,TOTAL,140.38
HiringLabSectoralPosting,2021-12-25,US,United States,customer,Customer Service,TOTAL,140.04
HiringLabSectoralPosting,2021-12-26,US,United States,customer,Customer Service,TOTAL,139.72
HiringLabSectoralPosting,2021-12-27,US,United States,customer,Customer Service,TOTAL,139.7
HiringLabSectoralPosting,2021-12-28,US,United States,customer,Customer Service,TOTAL,139.78
HiringLabSectoralPosting,2021-12-29,US,United States,customer,Customer Service,TOTAL,139.89
HiringLabSectoralPosting,2021-12-30,US,United States,customer,Customer Service,TOTAL,140.07
HiringLabSectoralPosting,2021-12-31,US,United States,customer,Customer Service,TOTAL,140.22
HiringLabSectoralPosting,2022-01-01,US,United States,customer,Customer Service,TOTAL,140.52
HiringLabSectoralPosting,2022-01-02,US,United States,customer,Customer Service,TOTAL,140.73
HiringLabSectoralPosting,2022-01-03,US,United States,customer,Customer Service,TOTAL,140.44
HiringLabSectoralPosting,2022-01-04,US,United States,customer,Customer Service,TOTAL,140.09
HiringLabSectoralPosting,2022-01-05,US,United States,customer,Customer Service,TOTAL,139.48
HiringLabSectoralPosting,2022-01-06,US,United States,customer,Customer Service,TOTAL,139.09
HiringLabSectoralPosting,2022-01-07,US,United States,customer,Customer Service,TOTAL,138.97
HiringLabSectoralPosting,2022-01-08,US,United States,customer,Customer Service,TOTAL,138.72
HiringLabSectoralPosting,2022-01-09,US,United States,customer,Customer Service,TOTAL,138.33
HiringLabSectoralPosting,2022-01-10,US,United States,customer,Customer Service,TOTAL,138.2
HiringLabSectoralPosting,2022-01-11,US,United States,customer,Customer Service,TOTAL,138.06
HiringLabSectoralPosting,2022-01-12,US,United States,customer,Customer Service,TOTAL,138.23
HiringLabSectoralPosting,2022-01-13,US,United States,customer,Customer Service,TOTAL,138.27
HiringLabSectoralPosting,2022-01-14,US,United States,customer,Customer Service,TOTAL,137.97
HiringLabSectoralPosting,2022-01-15,US,United States,customer,Customer Service,TOTAL,137.88
HiringLabSectoralPosting,2022-01-16,US,United States,customer,Customer Service,TOTAL,138.05
HiringLabSectoralPosting,2022-01-17,US,United States,customer,Customer Service,TOTAL,137.84
HiringLabSectoralPosting,2022-01-18,US,United States,customer,Customer Service,TOTAL,137.69
HiringLabSectoralPosting,2022-01-19,US,United States,customer,Customer Service,TOTAL,137.68
HiringLabSectoralPosting,2022-01-20,US,United States,customer,Customer Service,TOTAL,137.45
HiringLabSectoralPosting,2022-01-21,US,United States,customer,Customer Service,TOTAL,137.36
HiringLabSectoralPosting,2022-01-22,US,United States,customer,Customer Service,TOTAL,137.24
HiringLabSectoralPosting,2022-01-23,US,United States,customer,Customer Service,TOTAL,137.2
HiringLabSectoralPosting,2022-01-24,US,United States,customer,Customer Service,TOTAL,137.29
HiringLabSectoralPosting,2022-01-25,US,United States,customer,Customer Service,TOTAL,137.36
HiringLabSectoralPosting,2022-01-26,US,United States,customer,Customer Service,TOTAL,137.54
HiringLabSectoralPosting,2022-01-27,US,United States,customer,Customer Service,TOTAL,137.91
HiringLabSectoralPosting,2022-01-28,US,United States,customer,Customer Service,TOTAL,138.22
HiringLabSectoralPosting,2022-01-29,US,United States,customer,Customer Service,TOTAL,138.57
HiringLabSectoralPosting,2022-01-30,US,United States,customer,Customer Service,TOTAL,138.87
HiringLabSectoralPosting,2022-01-31,US,United States,customer,Customer Service,TOTAL,139.2
HiringLabSectoralPosting,2022-02-01,US,United States,customer,Customer Service,TOTAL,139.36
HiringLabSectoralPosting,2022-02-02,US,United States,customer,Customer Service,TOTAL,139.45
HiringLabSectoralPosting,2022-02-03,US,United States,customer,Customer Service,TOTAL,139.5
HiringLabSectoralPosting,2022-02-04,US,United States,customer,Customer Service,TOTAL,139.57
HiringLabSectoralPosting,2022-02-05,US,United States,customer,Customer Service,TOTAL,139.58
HiringLabSectoralPosting,2022-02-06,US,United States,customer,Customer Service,TOTAL,139.55
HiringLabSectoralPosting,2022-02-07,US,United States,customer,Customer Service,TOTAL,139.51
HiringLabSectoralPosting,2022-02-08,US,United States,customer,Customer Service,TOTAL,139.53
HiringLabSectoralPosting,2022-02-09,US,United States,customer,Customer Service,TOTAL,139.61
HiringLabSectoralPosting,2022-02-10,US,United States,customer,Customer Service,TOTAL,139.76
HiringLabSectoralPosting,2022-02-11,US,United States,customer,Customer Service,TOTAL,139.81
HiringLabSectoralPosting,2022-02-12,US,United States,customer,Customer Service,TOTAL,139.93
HiringLabSectoralPosting,2022-02-13,US,United States,customer,Customer Service,TOTAL,139.95
HiringLabSectoralPosting,2022-02-14,US,United States,customer,Customer Service,TOTAL,139.91
HiringLabSectoralPosting,2022-02-15,US,United States,customer,Customer Service,TOTAL,140.66
HiringLabSectoralPosting,2022-02-16,US,United States,customer,Customer Service,TOTAL,141.44
HiringLabSectoralPosting,2022-02-17,US,United States,customer,Customer Service,TOTAL,141.38
HiringLabSectoralPosting,2022-02-18,US,United States,customer,Customer Service,TOTAL,141.48
HiringLabSectoralPosting,2022-02-19,US,United States,customer,Customer Service,TOTAL,141.28
HiringLabSectoralPosting,2022-02-20,US,United States,customer,Customer Service,TOTAL,141.33
HiringLabSectoralPosting,2022-02-21,US,United States,customer,Customer Service,TOTAL,141.4
HiringLabSectoralPosting,2022-02-22,US,United States,customer,Customer Service,TOTAL,140.61
HiringLabSectoralPosting,2022-02-23,US,United States,customer,Customer Service,TOTAL,139.73
HiringLabSectoralPosting,2022-02-24,US,United States,customer,Customer Service,TOTAL,139.73
HiringLabSectoralPosting,2022-02-25,US,United States,customer,Customer Service,TOTAL,139.68
HiringLabSectoralPosting,2022-02-26,US,United States,customer,Customer Service,TOTAL,139.94
HiringLabSectoralPosting,2022-02-27,US,United States,customer,Customer Service,TOTAL,139.9
HiringLabSectoralPosting,2022-02-28,US,United States,customer,Customer Service,TOTAL,139.89
HiringLabSectoralPosting,2022-03-01,US,United States,customer,Customer Service,TOTAL,139.87
HiringLabSectoralPosting,2022-03-02,US,United States,customer,Customer Service,TOTAL,139.88
HiringLabSectoralPosting,2022-03-03,US,United States,customer,Customer Service,TOTAL,139.82
HiringLabSectoralPosting,2022-03-04,US,United States,customer,Customer Service,TOTAL,139.74
HiringLabSectoralPosting,2022-03-05,US,United States,customer,Customer Service,TOTAL,139.51
HiringLabSectoralPosting,2022-03-06,US,United States,customer,Customer Service,TOTAL,139.53
HiringLabSectoralPosting,2022-03-07,US,United States,customer,Customer Service,TOTAL,139.57
HiringLabSectoralPosting,2022-03-08,US,United States,customer,Customer Service,TOTAL,139.72
HiringLabSectoralPosting,2022-03-09,US,United States,customer,Customer Service,TOTAL,139.87
HiringLabSectoralPosting,2022-03-10,US,United States,customer,Customer Service,TOTAL,139.92
HiringLabSectoralPosting,2022-03-11,US,United States,customer,Customer Service,TOTAL,139.91
HiringLabSectoralPosting,2022-03-12,US,United States,customer,Customer Service,TOTAL,140.07
HiringLabSectoralPosting,2022-03-13,US,United States,customer,Customer Service,TOTAL,140.12
HiringLabSectoralPosting,2022-03-14,US,United States,customer,Customer Service,TOTAL,140.03
HiringLabSectoralPosting,2022-03-15,US,United States,customer,Customer Service,TOTAL,139.9
HiringLabSectoralPosting,2022-03-16,US,United States,customer,Customer Service,TOTAL,139.93
HiringLabSectoralPosting,2022-03-17,US,United States,customer,Customer Service,TOTAL,140.08
HiringLabSectoralPosting,2022-03-18,US,United States,customer,Customer Service,TOTAL,140.3
HiringLabSectoralPosting,2022-03-19,US,United States,customer,Customer Service,TOTAL,140.44
HiringLabSectoralPosting,2022-03-20,US,United States,customer,Customer Service,TOTAL,140.44
HiringLabSectoralPosting,2022-03-21,US,United States,customer,Customer Service,TOTAL,140.55
HiringLabSectoralPosting,2022-03-22,US,United States,customer,Customer Service,TOTAL,140.87
HiringLabSectoralPosting,2022-03-23,US,United States,customer,Customer Service,TOTAL,140.86
HiringLabSectoralPosting,2022-03-24,US,United States,customer,Customer Service,TOTAL,140.96
HiringLabSectoralPosting,2022-03-25,US,United States,customer,Customer Service,TOTAL,140.91
HiringLabSectoralPosting,2022-03-26,US,United States,customer,Customer Service,TOTAL,140.76
HiringLabSectoralPosting,2022-03-27,US,United States,customer,Customer Service,TOTAL,140.81
HiringLabSectoralPosting,2022-03-28,US,United States,customer,Customer Service,TOTAL,140.8
HiringLabSectoralPosting,2022-03-29,US,United States,customer,Customer Service,TOTAL,140.61
HiringLabSectoralPosting,2022-03-30,US,United States,customer,Customer Service,TOTAL,140.69
HiringLabSectoralPosting,2022-03-31,US,United States,customer,Customer Service,TOTAL,140.54
HiringLabSectoralPosting,2022-04-01,US,United States,customer,Customer Service,TOTAL,140.45
HiringLabSectoralPosting,2022-04-02,US,United States,customer,Customer Service,TOTAL,140.48
HiringLabSectoralPosting,2022-04-03,US,United States,customer,Customer Service,TOTAL,140.38
HiringLabSectoralPosting,2022-04-04,US,United States,customer,Customer Service,TOTAL,140.32
HiringLabSectoralPosting,2022-04-05,US,United States,customer,Customer Service,TOTAL,140.2
HiringLabSectoralPosting,2022-04-06,US,United States,customer,Customer Service,TOTAL,139.9
HiringLabSectoralPosting,2022-04-07,US,United States,customer,Customer Service,TOTAL,139.64
HiringLabSectoralPosting,2022-04-08,US,United States,customer,Customer Service,TOTAL,139.38
HiringLabSectoralPosting,2022-04-09,US,United States,customer,Customer Service,TOTAL,139.12
HiringLabSectoralPosting,2022-04-10,US,United States,customer,Customer Service,TOTAL,138.86
HiringLabSectoralPosting,2022-04-11,US,United States,customer,Customer Service,TOTAL,138.61
HiringLabSectoralPosting,2022-04-12,US,United States,customer,Customer Service,TOTAL,138.35
HiringLabSectoralPosting,2022-04-13,US,United States,customer,Customer Service,TOTAL,138.09
HiringLabSectoralPosting,2022-04-14,US,United States,customer,Customer Service,TOTAL,137.83
HiringLabSectoralPosting,2022-04-15,US,United States,customer,Customer Service,TOTAL,137.69
HiringLabSectoralPosting,2022-04-16,US,United States,customer,Customer Service,TOTAL,137.6
HiringLabSectoralPosting,2022-04-17,US,United States,customer,Customer Service,TOTAL,137.5
HiringLabSectoralPosting,2022-04-18,US,United States,customer,Customer Service,TOTAL,137.43
HiringLabSectoralPosting,2022-04-19,US,United States,customer,Customer Service,TOTAL,137.45
HiringLabSectoralPosting,2022-04-20,US,United States,customer,Customer Service,TOTAL,137.42
HiringLabSectoralPosting,2022-04-21,US,United States,customer,Customer Service,TOTAL,137.56
HiringLabSectoralPosting,2022-04-22,US,United States,customer,Customer Service,TOTAL,138.08
HiringLabSectoralPosting,2022-04-23,US,United States,customer,Customer Service,TOTAL,138.67
HiringLabSectoralPosting,2022-04-24,US,United States,customer,Customer Service,TOTAL,138.68
HiringLabSectoralPosting,2022-04-25,US,United States,customer,Customer Service,TOTAL,138.63
HiringLabSectoralPosting,2022-04-26,US,United States,customer,Customer Service,TOTAL,138.63
HiringLabSectoralPosting,2022-04-27,US,United States,customer,Customer Service,TOTAL,138.38
HiringLabSectoralPosting,2022-04-28,US,United States,customer,Customer Service,TOTAL,138.31
HiringLabSectoralPosting,2022-04-29,US,United States,customer,Customer Service,TOTAL,137.74
HiringLabSectoralPosting,2022-04-30,US,United States,customer,Customer Service,TOTAL,137.03
HiringLabSectoralPosting,2022-05-01,US,United States,customer,Customer Service,TOTAL,137.07
HiringLabSectoralPosting,2022-05-02,US,United States,customer,Customer Service,TOTAL,136.95
HiringLabSectoralPosting,2022-05-03,US,United States,customer,Customer Service,TOTAL,136.84
HiringLabSectoralPosting,2022-05-04,US,United States,customer,Customer Service,TOTAL,137.11
HiringLabSectoralPosting,2022-05-05,US,United States,customer,Customer Service,TOTAL,136.86
HiringLabSectoralPosting,2022-05-06,US,United States,customer,Customer Service,TOTAL,136.74
HiringLabSectoralPosting,2022-05-07,US,United States,customer,Customer Service,TOTAL,136.72
HiringLabSectoralPosting,2022-05-08,US,United States,customer,Customer Service,TOTAL,136.52
HiringLabSectoralPosting,2022-05-09,US,United States,customer,Customer Service,TOTAL,136.57
HiringLabSectoralPosting,2022-05-10,US,United States,customer,Customer Service,TOTAL,136.52
HiringLabSectoralPosting,2022-05-11,US,United States,customer,Customer Service,TOTAL,136.41
HiringLabSectoralPosting,2022-05-12,US,United States,customer,Customer Service,TOTAL,136.68
HiringLabSectoralPosting,2022-05-13,US,United States,customer,Customer Service,TOTAL,136.68
HiringLabSectoralPosting,2022-05-14,US,United States,customer,Customer Service,TOTAL,136.62
HiringLabSectoralPosting,2022-05-15,US,United States,customer,Customer Service,TOTAL,136.6
HiringLabSectoralPosting,2022-05-16,US,United States,customer,Customer Service,TOTAL,136.55
HiringLabSectoralPosting,2022-05-17,US,United States,customer,Customer Service,TOTAL,136.49
HiringLabSectoralPosting,2022-05-18,US,United States,customer,Customer Service,TOTAL,136.6
HiringLabSectoralPosting,2022-05-19,US,United States,customer,Customer Service,TOTAL,136.58
HiringLabSectoralPosting,2022-05-20,US,United States,customer,Customer Service,TOTAL,136.71
HiringLabSectoralPosting,2022-05-21,US,United States,customer,Customer Service,TOTAL,136.62
HiringLabSectoralPosting,2022-05-22,US,United States,customer,Customer Service,TOTAL,136.71
HiringLabSectoralPosting,2022-05-23,US,United States,customer,Customer Service,TOTAL,136.87
HiringLabSectoralPosting,2022-05-24,US,United States,customer,Customer Service,TOTAL,136.97
HiringLabSectoralPosting,2022-05-25,US,United States,customer,Customer Service,TOTAL,136.86
HiringLabSectoralPosting,2022-05-26,US,United States,customer,Customer Service,TOTAL,136.63
HiringLabSectoralPosting,2022-05-27,US,United States,customer,Customer Service,TOTAL,136.45
HiringLabSectoralPosting,2022-05-28,US,United States,customer,Customer Service,TOTAL,136.57
HiringLabSectoralPosting,2022-05-29,US,United States,customer,Customer Service,TOTAL,136.53
HiringLabSectoralPosting,2022-05-30,US,United States,customer,Customer Service,TOTAL,136.41
HiringLabSectoralPosting,2022-05-31,US,United States,customer,Customer Service,TOTAL,136.27
HiringLabSectoralPosting,2022-06-01,US,United States,customer,Customer Service,TOTAL,136.12
HiringLabSectoralPosting,2022-06-02,US,United States,customer,Customer Service,TOTAL,136.11
HiringLabSectoralPosting,2022-06-03,US,United States,customer,Customer Service,TOTAL,136.11
HiringLabSectoralPosting,2022-06-04,US,United States,customer,Customer Service,TOTAL,136.06
HiringLabSectoralPosting,2022-06-05,US,United States,customer,Customer Service,TOTAL,135.94
HiringLabSectoralPosting,2022-06-06,US,United States,customer,Customer Service,TOTAL,135.8
HiringLabSectoralPosting,2022-06-07,US,United States,customer,Customer Service,TOTAL,135.78
HiringLabSectoralPosting,2022-06-08,US,United States,customer,Customer Service,TOTAL,135.81
HiringLabSectoralPosting,2022-06-09,US,United States,customer,Customer Service,TOTAL,135.75
HiringLabSectoralPosting,2022-06-10,US,United States,customer,Customer Service,TOTAL,135.57
HiringLabSectoralPosting,2022-06-11,US,United States,customer,Customer Service,TOTAL,135.36
HiringLabSectoralPosting,2022-06-12,US,United States,customer,Customer Service,TOTAL,135.14
HiringLabSectoralPosting,2022-06-13,US,United States,customer,Customer Service,TOTAL,134.91
HiringLabSectoralPosting,2022-06-14,US,United States,customer,Customer Service,TOTAL,134.83
HiringLabSectoralPosting,2022-06-15,US,United States,customer,Customer Service,TOTAL,134.63
HiringLabSectoralPosting,2022-06-16,US,United States,customer,Customer Service,TOTAL,134.4
HiringLabSectoralPosting,2022-06-17,US,United States,customer,Customer Service,TOTAL,134.3
HiringLabSectoralPosting,2022-06-18,US,United States,customer,Customer Service,TOTAL,134.24
HiringLabSectoralPosting,2022-06-19,US,United States,customer,Customer Service,TOTAL,134.26
HiringLabSectoralPosting,2022-06-20,US,United States,customer,Customer Service,TOTAL,134.24
HiringLabSectoralPosting,2022-06-21,US,United States,customer,Customer Service,TOTAL,134.08
HiringLabSectoralPosting,2022-06-22,US,United States,customer,Customer Service,TOTAL,134
HiringLabSectoralPosting,2022-06-23,US,United States,customer,Customer Service,TOTAL,133.94
HiringLabSectoralPosting,2022-06-24,US,United States,customer,Customer Service,TOTAL,133.77
HiringLabSectoralPosting,2022-06-25,US,United States,customer,Customer Service,TOTAL,133.44
HiringLabSectoralPosting,2022-06-26,US,United States,customer,Customer Service,TOTAL,133.21
HiringLabSectoralPosting,2022-06-27,US,United States,customer,Customer Service,TOTAL,132.97
HiringLabSectoralPosting,2022-06-28,US,United States,customer,Customer Service,TOTAL,132.88
HiringLabSectoralPosting,2022-06-29,US,United States,customer,Customer Service,TOTAL,132.86
HiringLabSectoralPosting,2022-06-30,US,United States,customer,Customer Service,TOTAL,132.82
HiringLabSectoralPosting,2022-07-01,US,United States,customer,Customer Service,TOTAL,132.72
HiringLabSectoralPosting,2022-07-02,US,United States,customer,Customer Service,TOTAL,132.78
HiringLabSectoralPosting,2022-07-03,US,United States,customer,Customer Service,TOTAL,132.66
HiringLabSectoralPosting,2022-07-04,US,United States,customer,Customer Service,TOTAL,132.53
HiringLabSectoralPosting,2022-07-05,US,United States,customer,Customer Service,TOTAL,132.21
HiringLabSectoralPosting,2022-07-06,US,United States,customer,Customer Service,TOTAL,131.83
HiringLabSectoralPosting,2022-07-07,US,United States,customer,Customer Service,TOTAL,131.5
HiringLabSectoralPosting,2022-07-08,US,United States,customer,Customer Service,TOTAL,131.3
HiringLabSectoralPosting,2022-07-09,US,United States,customer,Customer Service,TOTAL,130.96
HiringLabSectoralPosting,2022-07-10,US,United States,customer,Customer Service,TOTAL,130.68
HiringLabSectoralPosting,2022-07-11,US,United States,customer,Customer Service,TOTAL,130.46
HiringLabSectoralPosting,2022-07-12,US,United States,customer,Customer Service,TOTAL,130.28
HiringLabSectoralPosting,2022-07-13,US,United States,customer,Customer Service,TOTAL,130.1
HiringLabSectoralPosting,2022-07-14,US,United States,customer,Customer Service,TOTAL,129.85
HiringLabSectoralPosting,2022-07-15,US,United States,customer,Customer Service,TOTAL,129.63
HiringLabSectoralPosting,2022-07-16,US,United States,customer,Customer Service,TOTAL,129.57
HiringLabSectoralPosting,2022-07-17,US,United States,customer,Customer Service,TOTAL,129.53
HiringLabSectoralPosting,2022-07-18,US,United States,customer,Customer Service,TOTAL,129.47
HiringLabSectoralPosting,2022-07-19,US,United States,customer,Customer Service,TOTAL,129.48
HiringLabSectoralPosting,2022-07-20,US,United States,customer,Customer Service,TOTAL,129.39
HiringLabSectoralPosting,2022-07-21,US,United States,customer,Customer Service,TOTAL,129.31
